iid,pid,quota,seat,g,or,cr,p
42,109,AI,OPEN,N,9106,13018,0
42,109,AI,OPEN,F,18286,20788,0
42,109,AI,EWS,N,1755,1975,0
42,109,AI,EWS,F,3122,3308,0
42,109,AI,OBC-NCL,N,3573,4796,0
42,109,AI,OBC-NCL,F,7450,8530,0
42,109,AI,SC,N,1680,2485,0
42,109,AI,SC,F,4031,4172,0
42,109,AI,ST,N,651,867,0
42,109,AI,ST,F,1521,1626,0
42,131,AI,OPEN,N,2372,3404,0
42,131,AI,OPEN,F,4130,6717,0
42,131,AI,OPEN-PwD,F,197,197,0
42,131,AI,EWS,N,361,415,0
42,131,AI,EWS,F,1025,1025,0
42,131,AI,OBC-NCL,N,750,1220,0
42,131,AI,OBC-NCL,F,2107,2661,0
42,131,AI,OBC-NCL-PwD,N,31,31,0
42,131,AI,SC,N,382,596,0
42,131,AI,SC,F,1279,1313,0
42,131,AI,SC-PwD,N,30,30,1
42,131,AI,ST,N,200,342,0
42,131,AI,ST,F,546,649,0
42,158,AI,OPEN,N,5017,6505,0
42,158,AI,OPEN,F,12140,14060,0
42,158,AI,OPEN-PwD,N,262,262,1
42,158,AI,EWS,N,1003,1120,0
42,158,AI,EWS,F,2194,2249,0
42,158,AI,OBC-NCL,N,1557,2710,0
42,158,AI,OBC-NCL,F,4170,6491,0
42,158,AI,SC,N,1105,1606,0
42,158,AI,SC,F,2081,2081,0
42,158,AI,ST,N,667,778,0
42,158,AI,ST,F,1079,1079,0
42,171,AI,OPEN,N,3464,4798,0
42,171,AI,OPEN,F,8187,9239,0
42,171,AI,OPEN-PwD,N,59,59,0
42,171,AI,EWS,N,601,650,0
42,171,AI,EWS,F,1431,1431,0
42,171,AI,OBC-NCL,N,1000,1955,0
42,171,AI,OBC-NCL,F,3327,3729,0
42,171,AI,SC,N,914,1206,0
42,171,AI,SC,F,1773,1915,0
42,171,AI,ST,N,384,538,0
42,171,AI,ST,F,910,910,0
42,190,AI,OPEN,N,9435,9974,0
42,190,AI,OPEN,F,17730,17730,0
42,190,AI,EWS,N,1368,1497,0
42,190,AI,OBC-NCL,N,3136,3779,0
42,190,AI,OBC-NCL,F,8720,9267,0
42,190,AI,SC,N,2045,2104,0
42,190,AI,SC,F,4096,4096,0
42,190,AI,ST,N,1160,1160,0
42,248,AI,OPEN,N,7135,9362,0
42,248,AI,OPEN,F,14537,18217,0
42,248,AI,OPEN-PwD,N,172,172,0
42,248,AI,EWS,N,1225,1448,0
42,248,AI,EWS,F,2705,2781,0
42,248,AI,OBC-NCL,N,2863,3687,0
42,248,AI,OBC-NCL,F,6933,7759,0
42,248,AI,SC,N,1674,2089,0
42,248,AI,SC,F,2465,3892,0
42,248,AI,ST,N,918,987,0
42,248,AI,ST,F,1735,1735,0
42,261,AI,OPEN,N,10181,13429,0
42,261,AI,OPEN,F,18582,20995,0
42,261,AI,EWS,N,1966,2170,0
42,261,AI,EWS,F,3242,3242,0
42,261,AI,OBC-NCL,N,4583,4958,0
42,261,AI,OBC-NCL,F,8551,8551,0
42,261,AI,SC,N,2332,2611,0
42,261,AI,SC,F,4396,4396,0
42,261,AI,ST,N,1011,1202,0
42,261,AI,ST,F,218,330,1
43,6,AI,OPEN,N,585,2388,0
43,6,AI,OPEN,F,2494,6360,0
43,6,AI,OPEN-PwD,N,44,44,0
43,6,AI,OPEN-PwD,F,41,41,1
43,6,AI,EWS,N,327,586,0
43,6,AI,EWS,F,1050,1409,0
43,6,AI,OBC-NCL,N,447,1448,0
43,6,AI,OBC-NCL,F,1935,3207,0
43,6,AI,OBC-NCL-PwD,N,62,62,0
43,6,AI,SC,N,136,658,0
43,6,AI,SC,F,803,1493,0
43,6,AI,ST,N,184,471,0
43,6,AI,ST,F,424,424,0
43,72,AI,OPEN,N,631,1191,0
43,72,AI,OPEN,F,4101,4101,0
43,72,AI,OPEN-PwD,N,139,139,0
43,72,AI,EWS,N,360,360,0
43,72,AI,EWS,F,1490,1490,0
43,72,AI,OBC-NCL,N,994,1155,0
43,72,AI,OBC-NCL,F,3479,3479,0
43,72,AI,SC,N,521,545,0
43,72,AI,SC,F,1438,1438,0
43,72,AI,ST,N,247,247,0
43,97,AI,OPEN,N,650,2507,0
43,97,AI,OPEN,F,4559,6650,0
43,97,AI,OPEN-PwD,N,130,153,0
43,97,AI,OPEN-PwD,F,265,265,1
43,97,AI,EWS,N,378,474,0
43,97,AI,EWS,F,927,1438,0
43,97,AI,EWS-PwD,N,44,44,1
43,97,AI,OBC-NCL,N,953,1307,0
43,97,AI,OBC-NCL,F,1985,2934,0
43,97,AI,OBC-NCL-PwD,N,64,64,0
43,97,AI,SC,N,492,777,0
43,97,AI,SC,F,1123,1498,0
43,97,AI,ST,N,301,413,0
43,97,AI,ST,F,344,742,0
43,104,AI,OPEN,N,5268,6969,0
43,104,AI,OPEN,F,9692,11262,0
43,104,AI,OPEN-PwD,N,193,193,0
43,104,AI,EWS,N,1175,1338,0
43,104,AI,EWS,F,2285,2285,0
43,104,AI,OBC-NCL,N,2644,3256,0
43,104,AI,OBC-NCL,F,7383,7570,0
43,104,AI,SC,N,1688,1861,0
43,104,AI,SC,F,3101,3101,0
43,104,AI,ST,N,993,1007,0
43,104,AI,ST,F,1498,1498,0
43,109,AI,OPEN,N,2244,3986,0
43,109,AI,OPEN,F,6334,8729,0
43,109,AI,OPEN-PwD,N,142,151,0
43,109,AI,OPEN-PwD,F,148,148,1
43,109,AI,EWS,N,559,708,0
43,109,AI,EWS,F,1725,1941,0
43,109,AI,EWS-PwD,N,36,36,1
43,109,AI,OBC-NCL,N,1076,1918,0
43,109,AI,OBC-NCL,F,3419,4709,0
43,109,AI,OBC-NCL-PwD,N,50,53,1
43,109,AI,SC,N,580,980,0
43,109,AI,SC,F,770,1986,0
43,109,AI,ST,N,41,331,0
43,109,AI,ST,F,601,623,0
43,131,AI,OPEN,N,1,68,0
43,131,AI,OPEN,F,7,421,0
43,131,AI,OPEN-PwD,N,1,3,0
43,131,AI,OPEN-PwD,F,7,7,0
43,131,AI,EWS,N,7,23,0
43,131,AI,EWS,F,43,79,0
43,131,AI,EWS-PwD,N,3,3,0
43,131,AI,OBC-NCL,N,5,50,0
43,131,AI,OBC-NCL,F,66,274,0
43,131,AI,OBC-NCL-PwD,N,1,2,0
43,131,AI,OBC-NCL-PwD,F,20,20,0
43,131,AI,SC,N,1,31,0
43,131,AI,SC,F,10,71,0
43,131,AI,SC-PwD,N,1,1,0
43,131,AI,ST,N,1,13,0
43,131,AI,ST,F,16,40,0
43,131,AI,ST-PwD,N,1,1,0
43,154,AI,OPEN,N,1421,2282,0
43,154,AI,OPEN,F,3674,4123,0
43,154,AI,OPEN-PwD,N,144,144,0
43,154,AI,EWS,N,398,412,0
43,154,AI,EWS,F,920,920,0
43,154,AI,OBC-NCL,N,618,1255,0
43,154,AI,OBC-NCL,F,1491,2705,0
43,154,AI,SC,N,280,722,0
43,154,AI,SC,F,373,373,0
43,154,AI,ST,N,130,222,0
43,154,AI,ST,F,714,714,0
43,158,AI,OPEN,N,15,464,0
43,158,AI,OPEN,F,642,1303,0
43,158,AI,OPEN-PwD,N,14,30,0
43,158,AI,OPEN-PwD,F,77,77,0
