iid,pid,quota,seat,g,or,cr,p
42,109,AI,OPEN,N,10922,16156,0
42,109,AI,OPEN,F,19820,23960,0
42,109,AI,EWS,N,2214,2346,0
42,109,AI,EWS,F,3688,3698,0
42,109,AI,OBC-NCL,N,4402,5414,0
42,109,AI,OBC-NCL,F,8189,8600,0
42,109,AI,SC,N,2203,2872,0
42,109,AI,SC,F,2833,3644,0
42,109,AI,ST,N,883,1093,0
42,109,AI,ST,F,1402,1429,0
42,131,AI,OPEN,N,2344,4162,0
42,131,AI,OPEN,F,4082,6467,0
42,131,AI,OPEN-PwD,F,50,50,1
42,131,AI,EWS,N,426,538,0
42,131,AI,EWS,F,923,1035,0
42,131,AI,OBC-NCL,N,984,1510,0
42,131,AI,OBC-NCL,F,2515,3264,0
42,131,AI,OBC-NCL-PwD,N,54,54,0
42,131,AI,SC,N,344,747,0
42,131,AI,SC,F,1158,1330,0
42,131,AI,ST,N,136,265,0
42,131,AI,ST,F,663,663,0
42,158,AI,OPEN,N,5974,8165,0
42,158,AI,OPEN,F,13141,16009,0
42,158,AI,EWS,N,1077,1224,0
42,158,AI,EWS,F,2525,2530,0
42,158,AI,OBC-NCL,N,2573,3215,0
42,158,AI,OBC-NCL,F,5062,5488,0
42,158,AI,SC,N,1524,1828,0
42,158,AI,SC,F,2175,2175,0
42,158,AI,ST,N,552,919,0
42,158,AI,ST,F,846,846,0
42,171,AI,OPEN,N,3873,5885,0
42,171,AI,OPEN,F,8993,10965,0
42,171,AI,OPEN-PwD,N,192,192,0
42,171,AI,EWS,N,671,817,0
42,171,AI,EWS,F,1429,1429,0
42,171,AI,OBC-NCL,N,1763,2248,0
42,171,AI,OBC-NCL,F,3747,4785,0
42,171,AI,OBC-NCL-PwD,F,69,69,1
42,171,AI,SC,N,987,1481,0
42,171,AI,SC,F,1476,1476,0
42,171,AI,ST,N,511,563,0
42,171,AI,ST,F,830,830,0
42,190,AI,OPEN,N,9525,12466,0
42,190,AI,OPEN,F,21659,22403,0
42,190,AI,EWS,N,1931,2184,0
42,190,AI,OBC-NCL,N,3628,4834,0
42,190,AI,OBC-NCL,F,6849,6849,0
42,190,AI,SC,N,2568,2874,0
42,190,AI,SC,F,3531,3531,0
42,190,AI,ST,N,1221,1221,0
42,240,AI,OPEN,N,4174,4708,0
42,240,AI,OPEN,F,7679,8804,0
42,240,AI,EWS,N,739,770,0
42,240,AI,OBC-NCL,N,1664,2092,0
42,240,AI,OBC-NCL,F,4715,4715,0
42,240,AI,SC,N,989,1200,0
42,240,AI,SC,F,2114,2114,0
42,240,AI,ST,N,619,769,0
42,248,AI,OPEN,N,7759,11678,0
42,248,AI,OPEN,F,17144,20366,0
42,248,AI,OPEN-PwD,N,154,154,1
42,248,AI,EWS,N,1573,1717,0
42,248,AI,EWS,F,2880,3157,0
42,248,AI,OBC-NCL,N,3085,4142,0
42,248,AI,OBC-NCL,F,6760,7664,0
42,248,AI,SC,N,1859,2479,0
42,248,AI,SC,F,3073,3388,0
42,248,AI,ST,N,915,1134,0
42,248,AI,ST,F,1532,1578,0
42,261,AI,OPEN,N,11591,16268,0
42,261,AI,OPEN,F,21631,22981,0
42,261,AI,EWS,N,2436,2514,0
42,261,AI,OBC-NCL,N,5336,5774,0
42,261,AI,OBC-NCL,F,8849,9160,0
42,261,AI,SC,N,2742,3054,0
42,261,AI,SC,F,3877,3877,0
42,261,AI,ST,N,1195,1406,0
42,261,AI,ST,F,1764,1764,0
43,6,AI,OPEN,N,1195,2361,0
43,6,AI,OPEN,F,4812,5994,0
43,6,AI,EWS,N,297,489,0
43,6,AI,EWS,F,1160,1160,0
43,6,AI,EWS-PwD,N,41,41,0
43,6,AI,OBC-NCL,N,928,1295,0
43,6,AI,OBC-NCL,F,2823,3571,0
43,6,AI,OBC-NCL-PwD,F,75,75,1
43,6,AI,SC,N,238,703,0
43,6,AI,SC,F,459,1252,0
43,6,AI,ST,N,315,474,0
43,6,AI,ST,F,684,684,0
43,13,AI,OPEN,N,6087,8343,0
43,13,AI,OPEN,F,13688,13761,0
43,13,AI,EWS,N,1123,1311,0
43,13,AI,EWS,F,2839,2839,0
43,13,AI,OBC-NCL,N,2786,4014,0
43,13,AI,OBC-NCL,F,5934,5934,0
43,13,AI,SC,N,2140,2370,0
43,13,AI,SC,F,2950,2950,0
43,13,AI,ST,N,1063,1070,0
43,13,AI,ST,F,1581,1581,0
43,72,AI,OPEN,N,753,1067,0
43,72,AI,OPEN,F,3432,3432,0
43,72,AI,EWS,N,397,397,0
43,72,AI,EWS,F,1085,1085,0
43,72,AI,OBC-NCL,N,742,1018,0
43,72,AI,OBC-NCL,F,4453,4453,0
43,72,AI,OBC-NCL-PwD,N,56,56,1
43,72,AI,SC,N,556,1147,0
43,72,AI,SC,F,1771,1771,0
43,72,AI,ST,N,557,557,0
43,97,AI,OPEN,N,601,2464,0
43,97,AI,OPEN,F,4813,5969,0
43,97,AI,OPEN-PwD,N,176,176,0
43,97,AI,OPEN-PwD,F,198,198,0
43,97,AI,EWS,N,385,500,0
43,97,AI,EWS,F,1139,1152,0
43,97,AI,EWS-PwD,N,23,23,1
43,97,AI,OBC-NCL,N,800,1255,0
43,97,AI,OBC-NCL,F,2840,3552,0
43,97,AI,OBC-NCL-PwD,N,86,86,1
43,97,AI,SC,N,443,735,0
43,97,AI,SC,F,1124,1242,0
43,97,AI,SC-PwD,N,9,9,0
43,97,AI,ST,N,308,469,0
43,97,AI,ST,F,523,649,0
43,104,AI,OPEN,N,3133,7228,0
43,104,AI,OPEN,F,9368,10435,0
43,104,AI,EWS,N,986,1353,0
43,104,AI,EWS,F,2621,2621,0
43,104,AI,OBC-NCL,N,2801,3637,0
43,104,AI,OBC-NCL,F,6467,6573,0
43,104,AI,SC,N,1436,2164,0
43,104,AI,SC,F,719,719,0
43,104,AI,ST,N,910,1140,0
43,104,AI,ST,F,1540,1540,0
43,109,AI,OPEN,N,2666,4250,0
43,109,AI,OPEN,F,6085,8597,0
43,109,AI,OPEN-PwD,N,62,202,0
43,109,AI,EWS,N,522,725,0
43,109,AI,EWS,F,1442,1643,0
43,109,AI,EWS-PwD,N,10,10,1
43,109,AI,OBC-NCL,N,973,1829,0
43,109,AI,OBC-NCL,F,3469,4597,0
43,109,AI,OBC-NCL-PwD,N,80,30,1
43,109,AI,SC,N,444,946,0
43,109,AI,SC,F,824,1778,0
43,109,AI,ST,N,23,290,0
43,109,AI,ST,F,294,522,0
43,131,AI,OPEN,N,1,66,0
43,131,AI,OPEN,F,29,369,0
43,131,AI,OPEN-PwD,N,1,4,0
43,131,AI,OPEN-PwD,F,12,12,0
43,131,AI,EWS,N,5,20,0
43,131,AI,EWS,F,38,53,0
43,131,AI,EWS-PwD,N,3,3,0
43,131,AI,OBC-NCL,N,6,54,0
43,131,AI,OBC-NCL,F,70,331,0
43,131,AI,OBC-NCL-PwD,N,2,3,0
43,131,AI,SC,N,1,31,0
43,131,AI,SC,F,111,270,0
43,131,AI,SC-PwD,N,1,1,0
43,131,AI,ST,N,2,19,0
43,131,AI,ST,F,17,76,0
43,131,AI,ST-PwD,N,1,1,0
43,154,AI,OPEN,N,1531,2372,0
43,154,AI,OPEN,F,3744,4928,0
